GID,COND,DAY,H,HUMD,OU,PTSH,PTSV,SEAS,SPRV,STAD,SURF,TEMP,V,WDIR,WEEK,WSPD
224,Flurries,SUN,CIN,72,41.0,17,14,2000,-10.0,Paul Brown Stadium,Grass,9.0,JAC,W,16,20
225,Snow,SUN,CLE,\N,36.0,0,24,2000,-16.0,Cleveland Browns Stadium,Grass,20.0,TEN,W,16,35
226,Clear,SUN,KC,61,47.0,20,7,2000,-3.0,Arrowhead Stadium,Grass,9.0,DEN,W,16,6
227,Sunny,SUN,MIA,64,42.0,13,20,2000,3.0,Pro Player Stadium,Grass,81.0,IND,NW,16,10
228,Dome,SUN,MIN,\N,49.5,28,33,2000,8.5,Metrodome,AstroTurf,66.0,GB,\N,16,\N
229,Dome,SUN,NO,\N,40.0,23,7,2000,10.0,Louisiana Superdome,AstroTurf,37.0,ATL,\N,16,\N
230,Rain,SUN,NYJ,100,36.0,7,10,2000,6.5,The Meadowlands,Grass,63.0,DET,SE,16,25
231,Sunny,SUN,SF,68,46.0,17,0,2000,7.0,3COM Park,Grass,58.0,CHI,N,16,6
232,Partly Cloudy,SN,DAL,48,36.0,13,17,2000,-7.0,Texas Stadium,AstroTurf,41.0,NYG,N,16,8
233,Clear,MN,TB,71,47.5,38,35,2000,-2.5,Raymond James Stadium,Grass,49.0,STL,N,16,5
234,Sunny,SAT,DEN,31,52.0,38,9,2000,7.0,Mile High Stadium,Grass,45.0,SF,NE,17,7
235,Sunny,SAT,NYG,43,38.0,28,25,2000,3.5,Giants Stadium,Grass,23.0,JAC,NW,17,12
236,Rain,SAT,SEA,100,43.0,23,42,2000,3.0,Husky Stadium,FieldTurf,41.0,BUF,SE,17,3
237,Dome,SUN,ATL,\N,41.0,29,13,2000,-4.5,Georgia Dome,AstroTurf,39.0,KC,\N,17,\N
238,Partly Cloudy,SUN,BAL,42,34.5,34,20,2000,5.5,PSINet Stadium,Grass,36.0,NYJ,SSW,17,5
239,Dome,SUN,DET,\N,37.0,20,23,2000,9.0,Pontiac Silverdome,AstroTurf,68.0,CHI,\N,17,\N
240,Sunny,SUN,GB,61,36.0,17,14,2000,3.0,Lambeau Field,Grass,15.0,TB,NW,17,15
241,Dome,SUN,IND,\N,51.5,31,10,2000,6.5,RCA Dome,AstroTurf,72.0,MIN,\N,17,\N
242,Snow,SUN,NE,\N,34.0,24,27,2000,-4.0,Foxboro Stadium,Grass,31.0,MIA,SW,17,10
243,Dome,SUN,NO,\N,56.5,21,26,2000,-4.0,Louisiana Superdome,AstroTurf,53.0,STL,\N,17,\N
244,Partly Cloudy,SUN,OAK,77,45.0,52,9,2000,10.5,Network Associates Coliseum,Grass,56.0,CAR,NW,17,8
245,Cloudy,SUN,PHI,51,36.5,16,7,2000,10.5,Veterans Stadium,AstroTurf,31.0,CIN,S,17,7
246,Sunny,SUN,SD,63,37.5,21,34,2000,-4.0,Qualcomm Stadium,Grass,62.0,PIT,WSW,17,8
247,Clear,SUN,WAS,55,38.5,20,3,2000,7.0,FedExField,Grass,34.0,ARI,S,17,7
248,Cloudy,MN,TEN,35,38.0,31,0,2000,14.0,Adelphia Coliseum,Grass,29.0,DAL,NE,17,10
249,Mostly Sunny,SAT,MIA,58,41.5,23,17,2000,-1.5,Pro Player Stadium,Grass,59.0,IND,NW,18,15
250,Dome,SAT,NO,\N,55.0,31,28,2000,-7.0,Louisiana Superdome,AstroTurf,37.0,STL,\N,18,\N
251,Mostly Sunny,SUN,BAL,49,39.0,21,3,2000,3.0,PSINet Stadium,Grass,22.0,DEN,NNW,18,23
252,Partly Cloudy,SUN,PHI,44,33.0,21,3,2000,-3.0,Veterans Stadium,AstroTurf,34.0,TB,W,18,25
253,Dome,SAT,MIN,\N,50.0,34,16,2000,8.0,Metrodome,AstroTurf,62.0,NO,\N,19,\N
254,Clear,SAT,OAK,57,42.0,27,0,2000,9.0,Network Associates Coliseum,Grass,58.0,MIA,W,19,6
255,Fair,SUN,NYG,62,34.0,20,10,2000,5.0,Giants Stadium,Grass,39.0,PHI,W,19,5
256,Cloudy,SUN,TEN,42,33.0,10,24,2000,6.0,Adelphia Coliseum,Grass,48.0,BAL,S,19,6
257,Mostly Cloudy,SUN,NYG,76,43.0,41,0,2000,-3.0,Giants Stadium,Grass,35.0,MIN,E,20,5
258,Partly Cloudy,SUN,OAK,60,36.5,3,16,2000,6.5,Network Associates Coliseum,Grass,56.0,BAL,NW,20,12
259,Partly Cloudy,SB,NYG,\N,33.5,7,34,2000,-3.0,Raymond James Stadium,Grass,65.0,BAL,W,21,8
260,Mostly Cloudy,SUN,BAL,66,33.5,17,6,2001,9.5,Ravens Stadium,Grass,83.0,CHI,S,1,10
261,Sunny,SUN,BUF,52,37.5,6,24,2001,-3.0,Ralph Wilson Stadium,AstroTurf,87.0,NO,SW,1,10
262,Chance Rain,SUN,CIN,87,35.5,23,17,2001,1.0,Paul Brown Stadium,Grass,79.0,NE,S,1,8
263,Sunny,SUN,CLE,78,38.0,6,9,2001,-3.0,Cleveland Browns Stadium,Grass,81.0,SEA,S,1,17
264,Cloudy,SUN,DAL,83,33.5,6,10,2001,-9.5,Texas Stadium,AstroTurf,69.0,TB,N,1,10
265,Rain,SUN,GB,93,41.5,28,6,2001,6.5,Lambeau Field,Grass,60.0,DET,NW,1,5
266,Chance Rain,SUN,JAC,\N,37.5,21,3,2001,3.0,Alltel Stadium,Grass,83.0,PIT,SE,1,10
267,Mostly Sunny,SUN,KC,78,44.0,24,27,2001,-3.0,Arrowhead Stadium,Grass,64.0,OAK,NW,1,12
268,Dome,SUN,MIN,\N,45.5,13,24,2001,10.5,Metrodome,AstroTurf,65.0,CAR,\N,1,\N
269,Partly Sunny,SUN,NYJ,81,44.5,24,45,2001,-2.5,The Meadowlands,Grass,81.0,IND,SW,1,6
270,Sunny,SUN,PHI,56,46.0,17,20,2001,-3.0,Veterans Stadium,AstroTurf,82.0,STL,NW,1,5
271,Clear,SUN,SD,59,36.0,30,3,2001,3.0,Qualcomm Stadium,Grass,68.0,WAS,WSW,1,8
272,Partly Cloudy,SUN,SF,63,46.5,16,13,2001,3.5,3COM Park,Grass,68.0,ATL,SW,1,12
273,Partly Cloudy,SN,TEN,69,33.5,23,31,2001,6.0,The Coliseum,Grass,81.0,MIA,S,1,7
274,Clear,MN,DEN,18,44.0,31,20,2001,7.0,Invesco Field at Mile High,Grass,75.0,NYG,SE,1,9
275,Dome,SUN,ATL,\N,40.0,24,16,2001,3.5,Georgia Dome,AstroTurf,,CAR,\N,2,\N
276,Foggy,SUN,CHI,97,43.0,17,10,2001,-3.5,Soldier Field,Grass,63.0,MIN,WSW,2,5
277,Clear,SUN,CIN,64,33.5,21,10,2001,-7.0,Paul Brown Stadium,Grass,73.0,BAL,SW,2,8
278,Sunny,SUN,CLE,60,33.5,24,14,2001,-1.0,Cleveland Browns Stadium,Grass,66.0,DET,S,2,10
279,Partly Cloudy,SUN,DAL,79,33.0,21,32,2001,-4.0,Texas Stadium,AstroTurf,79.0,SD,CALM,2,0
280,Dome,SUN,IND,\N,45.0,42,26,2001,10.0,RCA Dome,AstroTurf,72.0,BUF,\N,2,\N
281,Chance Rain,SUN,JAC,\N,37.0,13,6,2001,3.0,Alltel Stadium,Grass,84.0,TEN,E,2,10
282,Mostly Cloudy,SUN,KC,63,39.0,3,13,2001,-1.0,Arrowhead Stadium,Grass,64.0,NYG,N,2,14
283,Mostly Sunny,SUN,MIA,69,39.5,18,15,2001,1.0,Pro Player Stadium,Grass,88.0,OAK,NE,2,9
284,Partly Cloudy,SUN,NE,89,39.5,3,10,2001,-2.0,Foxboro Stadium,Grass,74.0,NYJ,SW,2,10
285,Partly Cloudy,SUN,SF,74,49.5,26,30,2001,-6.5,3COM Park,Grass,59.0,STL,NW,2,10
286,Sunny,SUN,SEA,75,37.0,3,27,2001,-2.5,Husky Stadium,FieldTurf,65.0,PHI,N,2,4
287,\N,SN,ARI,11,46.0,17,38,2001,-9.0,Sun Devil Stadium,Grass,103.0,DEN,SE,2,6
288,Clear,MN,GB,62,41.0,37,0,2001,10.0,Lambeau Field,Grass,46.0,WAS,N,2,12
289,\N,SUN,ARI,13,41.5,14,34,2001,-3.0,Sun Devil Stadium,Grass,104.0,ATL,E,3,20
290,Sunny,SUN,BUF,48,35.0,3,20,2001,-3.0,Ralph Wilson Stadium,AstroTurf,63.0,PIT,NE,3,7
291,Mostly Sunny,SUN,CAR,44,42.0,7,28,2001,-4.0,Ericcson Stadium,Grass,64.0,GB,NE,3,14
292,Sunny,SUN,DEN,41,42.0,13,20,2001,5.5,Invesco Field at Mile High,Grass,71.0,BAL,S,3,5
293,Clear,SUN,JAC,\N,34.5,14,23,2001,8.5,Alltel Stadium,Grass,72.0,CLE,NNE,3,12
294,Dome,SUN,MIN,\N,38.5,20,16,2001,-2.0,Metrodome,AstroTurf,60.0,TB,\N,3,\N
295,Cloudy,SUN,NE,\N,44.0,44,13,2001,-13.0,Foxboro Stadium,Grass,59.0,IND,NE,3,20
296,Rain,SUN,NYG,59,35.0,21,13,2001,3.0,Giants Stadium,Grass,54.0,NO,NE,3,10
297,\N,SUN,OAK,57,39.0,38,14,2001,10.5,Network Associates Coliseum,Grass,81.0,SEA,W,3,7
298,Sunny,SUN,SD,67,40.0,28,14,2001,6.0,Qualcomm Stadium,Grass,78.0,CIN,WSW,3,8
299,Dome,SUN,STL,\N,43.0,42,10,2001,6.0,Edward Jones Dome,AstroTurf,,MIA,\N,3,\N
300,Cloudy,SUN,WAS,51,34.5,13,45,2001,-3.0,FedEx Field,Grass,57.0,KC,N,3,19
301,Light Rain,SN,PHI,71,35.0,40,18,2001,14.0,Veterans Stadium,AstroTurf,53.0,DAL,N,3,13
302,Partly Cloudy,MN,NYJ,96,47.0,17,19,2001,3.0,The Meadowlands,Grass,52.0,SF,CALM,3,0
303,Dome,SUN,ATL,\N,39.5,3,31,2001,3.0,Georgia Dome,AstroTurf,,CHI,\N,4,\N
304,Sunny,SUN,BAL,38,33.0,26,7,2001,3.5,Ravens Stadium,Grass,55.0,TEN,WNW,4,11
305,Mostly Cloudy,SUN,BUF,51,35.5,36,42,2001,4.0,Ralph Wilson Stadium,AstroTurf,45.0,NYJ,W,4,16
306,Partly Sunny,SUN,CLE,48,35.5,20,16,2001,-3.5,Cleveland Browns Stadium,Grass,45.0,SD,NW,4,19
307,Mostly Cloudy,SUN,DEN,18,48.0,20,6,2001,10.0,Invesco Field at Mile High,Grass,74.0,KC,SW,4,9
308,Mostly Sunny,SUN,MIA,69,35.0,30,10,2001,8.5,Pro Player Stadium,Grass,88.0,NE,NW,4,7
309,Dome,SUN,NO,\N,44.0,28,15,2001,4.0,Louisiana Superdome,AstroTurf,60.0,MIN,\N,4,\N
310,Sunny,SUN,NYG,38,36.0,23,9,2001,14.0,Giants Stadium,Grass,55.0,WAS,NW,4,16
311,Sunny,SUN,OAK,72,41.5,28,21,2001,17.0,Network Associates Coliseum,Grass,59.0,DAL,W,4,10
312,Partly Cloudy,SUN,PHI,43,41.5,20,21,2001,14.0,Veterans Stadium,AstroTurf,53.0,ARI,NW,4,17
313,Partly Sunny,SUN,PIT,60,35.0,16,7,2001,4.0,Heinz Field,AstroTurf,44.0,CIN,W,4,20
314,Cloudy,SUN,SEA,89,35.0,24,15,2001,3.0,Husky Stadium,AstroTurf,50.0,JAC,SW,4,6
315,Chance Rain,SUN,TB,65,36.0,14,10,2001,2.5,Raymond James Stadium,Grass,80.0,GB,WSW,4,9
316,Mostly Cloudy,SN,SF,\N,45.0,24,14,2001,7.0,3COM Park,Grass,52.0,CAR,NW,4,10
317,Dome,MN,DET,\N,50.0,0,35,2001,-14.0,Pontiac Silverdome,AstroTurf,70.0,STL,\N,4,\N
318,Dome,SUN,ATL,\N,43.5,31,37,2001,-3.5,Georgia Dome,AstroTurf,,SF,\N,5,\N
319,Rain,SUN,CAR,96,39.0,25,27,2001,-6.0,Ericcson Stadium,Grass,71.0,NO,S,5,16
320,Chance Rain,SUN,CHI,74,39.5,20,13,2001,7.5,Soldier Field,Grass,54.0,ARI,W,5,9
321,Light Rain,SUN,CIN,87,35.0,24,14,2001,2.0,Paul Brown Stadium,Grass,57.0,CLE,W,5,10
322,Light Rain,SUN,GB,66,34.0,31,23,2001,-1.0,Lambeau Field,Grass,54.0,BAL,SW,5,12
323,Sunny,SUN,KC,59,35.5,17,20,2001,3.0,Arrowhead Stadium,Grass,57.0,PIT,W,5,15
324,Dome,SUN,MIN,\N,44.5,31,26,2001,10.5,Metrodome,AstroTurf,62.0,DET,\N,5,\N
325,Cloudy,SUN,NE,100,35.5,29,26,2001,-3.0,Foxboro Stadium,Grass,59.0,SD,NE,5,15
326,Mostly Cloudy,SUN,NYJ,72,39.0,21,17,2001,-3.0,The Meadowlands,Grass,62.0,MIA,SE,5,12
327,Cloudy,SUN,SEA,90,42.5,34,21,2001,-6.0,Husky Stadium,FieldTurf,54.0,DEN,NE,5,7
328,Dome,SUN,STL,\N,46.0,15,14,2001,12.0,Edward Jones Dome,AstroTurf,,NYG,\N,5,\N
329,Mostly Sunny,SUN,TEN,80,33.0,31,28,2001,3.0,The Coliseum,Grass,64.0,TB,W,5,10
330,Dome,SN,IND,\N,52.5,18,23,2001,3.5,RCA Dome,AstroTurf,,OAK,\N,5,\N
331,Clear,MN,DAL,48,37.5,9,7,2001,3.0,Texas Stadium,AstroTurf,65.0,WAS,NE,5,15
332,Chance Rain,THU,JAC,\N,39.5,10,13,2001,8.5,Alltel Stadium,Grass,66.0,BUF,NE,6,13
333,\N,SUN,ARI,17,42.0,24,16,2001,-2.5,Sun Devil Stadium,Grass,88.0,KC,VAR,6,2
334,Partly Cloudy,SUN,CIN,61,35.0,0,24,2001,1.5,Paul Brown Stadium,Grass,68.0,CHI,S,6,8
335,Partly Sunny,SUN,CLE,48,32.5,24,14,2001,-7.5,Cleveland Browns Stadium,Grass,61.0,BAL,S,6,16
336,Dome,SUN,DET,\N,40.0,24,27,2001,-4.5,Pontiac Silverdome,AstroTurf,68.0,TEN,\N,6,\N
337,Dome,SUN,IND,\N,47.0,17,38,2001,10.0,RCA Dome,AstroTurf,,NE,\N,6,\N
338,Dome,SUN,MIN,\N,47.5,35,13,2001,-3.5,Metrodome,AstroTurf,62.0,GB,\N,6,\N
339,Dome,SUN,NO,\N,42.0,13,20,2001,7.0,Louisiana Superdome,AstroTurf,73.0,ATL,\N,6,\N
340,Mostly Sunny,SUN,NYJ,68,47.0,14,34,2001,-7.0,The Meadowlands,Grass,70.0,STL,SSW,6,10
341,Clear,SUN,SD,76,44.5,27,10,2001,-3.0,Qualcomm Stadium,Grass,66.0,DEN,WSW,6,8
342,Chance Rain,SUN,TB,70,32.5,10,17,2001,5.0,Raymond James Stadium,Grass,83.0,PIT,E,6,9
343,Sunny,SUN,WAS,69,35.0,17,14,2001,-3.0,FedEx Field,Grass,71.0,CAR,VAR,6,7
344,Partly Cloudy,MN,NYG,58,36.5,9,10,2001,3.0,Giants Stadium,Grass,61.0,PHI,N,6,7
345,Clear,THU,KC,61,46.5,28,35,2001,-3.0,Arrowhead Stadium,Grass,55.0,IND,NW,7,12
346,Partly Sunny,SUN,BAL,\N,33.0,18,17,2001,7.5,Ravens Stadium,Grass,50.0,JAC,N,7,20
347,Mostly Sunny,SUN,CAR,33,39.0,12,13,2001,-3.0,Ericcson Stadium,Grass,51.0,NYJ,NW,7,10
348,Sunny,SUN,CHI,51,37.5,37,31,2001,2.0,Soldier Field,Grass,46.0,SF,SW,7,15
349,Clear,SUN,DAL,39,37.5,17,3,2001,-2.5,Texas Stadium,AstroTurf,70.0,ARI,N,7,5
350,Mostly Cloudy,SUN,DEN,24,43.0,31,20,2001,7.0,Invesco Field at Mile High,Grass,72.0,NE,SW,7,9
351,Dome,SUN,DET,\N,39.0,27,31,2001,3.0,Pontiac Silverdome,AstroTurf,68.0,CIN,\N,7,\N
352,Partly Cloudy,SUN,PHI,32,38.0,10,20,2001,0.0,Veterans Stadium,AstroTurf,52.0,OAK,N,7,17
353,Cloudy,SUN,SD,86,39.0,27,24,2001,7.0,Qualcomm Stadium,Grass,62.0,BUF,WSW,7,7
354,Sunny,SUN,SEA,82,36.0,20,24,2001,-2.5,Husky Stadium,FieldTurf,43.0,MIA,NE,7,7
355,Dome,SUN,STL,\N,47.5,31,34,2001,10.5,Edward Jones Dome,AstroTurf,,NO,\N,7,\N
356,Clear,SUN,TB,52,38.5,41,14,2001,3.0,Raymond James Stadium,Grass,67.0,MIN,NNE,7,15
357,Sunny,SUN,WAS,39,34.5,35,21,2001,-8.0,FedEx Field,Grass,50.0,NYG,NW,7,21
358,Clear,MN,PIT,30,35.5,34,7,2001,2.5,Heinz Field,Grass,51.0,TEN,SW,7,5
359,\N,SUN,ARI,21,39.5,7,21,2001,-6.5,Sun Devil Stadium,Grass,94.0,PHI,SE,8,16
360,Dome,SUN,ATL,\N,42.0,10,24,2001,3.0,Georgia Dome,AstroTurf,,NE,\N,8,\N
361,Mostly Sunny,SUN,BUF,80,45.5,14,30,2001,-3.0,Ralph Wilson Stadium,AstroTurf,54.0,IND,SW,8,20
362,Sunny,SUN,CHI,45,34.0,27,21,2001,4.0,Soldier Field,Grass,54.0,CLE,NE,8,10
363,Mostly Sunny,SUN,GB,36,37.5,21,20,2001,6.0,Lambeau Field,Grass,52.0,TB,N,8,12
364,Cloudy,SUN,MIA,93,33.0,23,6,2001,9.0,Pro Player Stadium,Grass,75.0,CAR,E,8,21
365,Mostly Sunny,SUN,NYG,47,34.0,27,24,2001,10.0,Giants Stadium,Grass,58.0,DAL,VAR,8,5
366,Clear,SUN,PIT,82,33.0,10,13,2001,1.0,Heinz Field,Grass,59.0,BAL,CALM,8,0
367,Clear,SUN,SD,84,42.0,20,25,2001,5.5,Qualcomm Stadium,Grass,67.0,KC,WSW,8,7
368,Sunny,SUN,SF,56,47.5,21,13,2001,8.0,3COM Park,Grass,64.0,DET,NE,8,5
369,Partly Cloudy,SUN,TEN,36,37.5,28,24,2001,3.0,The Coliseum,Grass,67.0,JAC,SW,8,7
370,Sunny,SUN,WAS,42,37.0,27,14,2001,-2.5,FedEx Field,Grass,65.0,SEA,E,8,6
371,Dome,SN,NO,\N,42.5,9,16,2001,6.0,Louisiana Superdome,AstroTurf,72.0,NYJ,\N,8,\N
372,Clear,MN,OAK,72,46.0,38,28,2001,6.0,Network Associates Coliseum,Grass,62.0,DEN,W,8,9
373,\N,SUN,ARI,36,37.5,10,17,2001,-5.5,Sun Devil Stadium,Grass,83.0,NYG,E,9,7
374,Dome,SUN,ATL,\N,37.0,20,13,2001,4.0,Georgia Dome,AstroTurf,65.0,DAL,\N,9,\N
375,Partly Cloudy,SUN,CHI,58,38.0,12,20,2001,-3.0,Soldier Field,Grass,48.0,GB,NE,9,8
376,Cloudy,SUN,CLE,32,33.0,12,15,2001,-3.0,Cleveland Browns Stadium,Grass,42.0,PIT,N,9,10
377,Partly Sunny,SUN,DEN,21,45.5,26,16,2001,5.5,Invesco Field at Mile High,Grass,62.0,SD,SE,9,4
378,Dome,SUN,DET,\N,40.0,17,20,2001,-5.0,Pontiac Silverdome,AstroTurf,68.0,TB,\N,9,\N
379,Dome,SUN,IND,\N,43.5,24,27,2001,3.0,RCA Dome,AstroTurf,,MIA,\N,9,\N
380,Clear,SUN,JAC,\N,39.5,30,13,2001,4.0,Alltel Stadium,Grass,73.0,CIN,NW,9,6
381,Sunny,SUN,NE,41,39.0,21,11,2001,6.0,Foxboro Stadium,Grass,47.0,BUF,NW,9,25
382,Sunny,SUN,NYJ,36,40.0,27,7,2001,3.5,The Meadowlands,Grass,48.0,KC,NNW,9,18
383,Clear,SUN,PHI,29,40.5,48,17,2001,4.5,Veterans Stadium,AstroTurf,50.0,MIN,N,9,10
384,Chance Rain,SUN,SF,70,44.5,28,27,2001,3.0,3COM Park,Grass,68.0,NO,S,9,16
385,Dome,SUN,STL,\N,47.0,48,14,2001,19.5,Edward Jones Dome,AstroTurf,,CAR,\N,9,\N
386,Rain,SN,SEA,100,43.5,34,27,2001,-6.0,Husky Stadium,FieldTurf,50.0,OAK,CALM,9,0
387,Partly Cloudy,MN,TEN,50,36.5,10,16,2001,-2.5,The Coliseum,Grass,52.0,BAL,NE,9,6
388,\N,SUN,ARI,25,39.5,45,38,2001,1.5,Sun Devil Stadium,Grass,79.0,DET,CALM,10,0
389,Mostly Sunny,SUN,BAL,\N,33.0,17,27,2001,8.0,Ravens Stadium,Grass,54.0,CLE,W,10,5
390,Mostly Sunny,SUN,BUF,56,39.0,20,23,2001,-3.5,Ralph Wilson Stadium,AstroTurf,55.0,SEA,SW,10,14
391,Sunny,SUN,CAR,64,43.0,22,25,2001,-7.0,Ericcson Stadium,Grass,60.0,SF,NE,10,6
392,Partly Cloudy,SUN,CIN,63,39.5,7,20,2001,1.0,Paul Brown Stadium,Grass,66.0,TEN,S,10,4
393,Cloudy,SUN,DAL,81,37.0,3,36,2001,-7.5,Texas Stadium,AstroTurf,70.0,PHI,SE,10,5
394,Rain,SUN,DEN,63,42.0,10,17,2001,8.5,Invesco Field at Mile High,Grass,44.0,WAS,N,10,11
395,Chance Rain,SUN,GB,77,39.5,20,23,2001,10.5,Lambeau Field,Grass,59.0,ATL,SW,10,16
396,Partly Sunny,SUN,MIA,64,37.5,0,24,2001,5.0,Pro Player Stadium,Grass,81.0,NYJ,E,10,14
397,Dome,SUN,NO,\N,48.0,34,20,2001,6.0,Louisiana Superdome,AstroTurf,69.0,IND,\N,10,\N
398,Sunny,SUN,OAK,72,45.0,34,24,2001,8.5,Network Associates Coliseum,Grass,65.0,SD,S,10,7
399,Partly Sunny,SUN,PIT,\N,35.0,20,7,2001,7.5,Heinz Field,Grass,57.0,JAC,\N,10,\N
400,Partly Cloudy,SUN,TB,56,35.0,24,27,2001,6.0,Raymond James Stadium,Grass,80.0,CHI,E,10,13
401,Cloudy,SN,NE,52,47.5,17,24,2001,-8.0,Foxboro Stadium,Grass,49.0,STL,SW,10,15
402,Dome,MN,MIN,\N,45.0,28,16,2001,2.0,Metrodome,AstroTurf,,NYG,\N,10,\N
403,Mostly Sunny,THU,DAL,58,39.5,24,26,2001,-7.0,Texas Stadium,AstroTurf,72.0,DEN,S,11,15
404,Dome,THU,DET,\N,48.0,27,29,2001,-6.5,Pontiac Silverdome,AstroTurf,68.0,GB,\N,11,\N
405,Cloudy,SUN,BUF,64,35.5,27,34,2001,-4.5,Ralph Wilson Stadium,AstroTurf,58.0,MIA,SW,11,18
406,Mostly Cloudy,SUN,CAR,75,40.0,7,10,2001,-3.0,Ericcson Stadium,Grass,73.0,ATL,S,11,12
407,Cloudy,SUN,CLE,72,35.0,18,0,2001,4.0,Cleveland Browns Stadium,Grass,55.0,CIN,WSW,11,23
408,Dome,SUN,IND,\N,53.0,21,40,2001,2.5,RCA Dome,AstroTurf,,SF,\N,11,\N
409,Clear,SUN,JAC,\N,34.0,21,24,2001,-3.0,Alltel Stadium,Grass,79.0,BAL,S,11,7
410,Fair,SUN,KC,76,40.5,19,7,2001,2.0,Arrowhead Stadium,Grass,49.0,SEA,S,11,5
411,Cloudy,SUN,NE,100,41.0,34,17,2001,-1.0,Foxboro Stadium,Grass,62.0,NO,S,11,20
412,Rain,SUN,NYG,70,39.5,10,28,2001,-3.0,Giants Stadium,Grass,64.0,OAK,S,11,14
413,Cloudy,SUN,PHI,61,36.0,3,13,2001,7.0,Veterans Stadium,AstroTurf,69.0,WAS,S,11,20
414,Sunny,SUN,SD,77,44.5,17,20,2001,7.0,Qualcomm Stadium,Grass,63.0,ARI,WSW,11,9
415,Sunny,SUN,TEN,52,34.5,24,34,2001,2.0,The Coliseum,Grass,63.0,PIT,NE,11,6
416,Dome,SN,MIN,\N,46.0,6,13,2001,3.0,Metrodome,AstroTurf,60.0,CHI,\N,11,\N
417,Dome,MN,STL,\N,47.5,17,24,2001,10.0,Edward Jones Dome,AstroTurf,,TB,\N,11,\N
418,Cloudy,THU,KC,49,37.0,10,23,2001,-3.0,Arrowhead Stadium,Grass,35.0,PHI,NE,12,7
419,Dome,SUN,ATL,\N,49.5,6,35,2001,-7.5,Georgia Dome,AstroTurf,65.0,STL,\N,12,\N
420,Partly Sunny,SUN,BAL,60,43.5,39,27,2001,6.0,Ravens Stadium,Grass,51.0,IND,N,12,9
421,Sunny,SUN,CHI,58,38.0,13,10,2001,7.0,Soldier Field,Grass,51.0,DET,S,12,13
422,Sunny,SUN,CIN,74,35.0,13,16,2001,-5.0,Paul Brown Stadium,Grass,51.0,TB,SE,12,8
423,Partly Sunny,SUN,CLE,62,36.5,15,31,2001,-1.0,Cleveland Browns Stadium,Grass,44.0,TEN,VAR,12,9
424,Partly Sunny,SUN,MIA,82,39.0,21,10,2001,3.0,Pro Player Stadium,Grass,76.0,DEN,NE,12,6
425,Dome,SUN,NO,\N,40.5,27,23,2001,10.0,Louisiana Superdome,AstroTurf,61.0,CAR,\N,12,\N
426,Cloudy,SUN,NYJ,68,38.0,16,17,2001,3.0,The Meadowlands,Grass,53.0,NE,NW,12,10
427,Cloudy,SUN,OAK,72,43.0,31,34,2001,11.5,Network Associates Coliseum,Grass,58.0,ARI,SW,12,20
428,Mostly Sunny,SUN,PIT,66,40.0,21,16,2001,8.5,Heinz Field,Grass,46.0,MIN,\N,12,\N
429,Cloudy,SUN,SEA,82,42.0,13,10,2001,3.0,Husky Stadium,FieldTurf,41.0,SD,NE,12,12
430,Cloudy,SUN,WAS,52,35.0,14,20,2001,8.0,FedEx Field,Grass,52.0,DAL,E,12,9
431,Chance Rain,SN,SF,\N,44.0,35,0,2001,8.5,3COM Park,Grass,45.0,BUF,W,12,25
432,Clear,MN,JAC,\N,44.0,21,28,2001,-4.0,Alltel Stadium,Grass,56.0,GB,NW,12,10
433,\N,SUN,ARI,17,39.0,10,20,2001,1.0,Sun Devil Stadium,Grass,71.0,WAS,E,13,8
434,Dome,SUN,ATL,\N,40.0,10,28,2001,-3.0,Georgia Dome,AstroTurf,,NO,\N,13,\N
435,Partly Sunny,SUN,BUF,73,36.5,25,24,2001,3.0,Ralph Wilson Stadium,AstroTurf,40.0,CAR,WSW,13,6
436,Sunny,SUN,CIN,65,37.0,10,14,2001,1.0,Paul Brown Stadium,Grass,42.0,JAC,N,13,8
437,Clear,SUN,DAL,35,35.0,20,13,2001,-3.5,Texas Stadium,AstroTurf,47.0,NYG,N,13,8
438,Sunny,SUN,GB,63,37.0,17,7,2001,4.5,Lambeau Field,Grass,33.0,CHI,S,13,12
439,Dome,SUN,MIN,\N,42.0,42,24,2001,-2.0,Metrodome,AstroTurf,65.0,TEN,\N,13,\N
440,Clear,SUN,NE,90,36.0,27,16,2001,5.5,Foxboro Stadium,Grass,37.0,CLE,N,13,15
441,Sunny,SUN,OAK,66,44.5,28,26,2001,9.0,Network Associates Coliseum,Grass,54.0,KC,N,13,15
442,Mostly Cloudy,SUN,PHI,82,37.0,24,14,2001,7.0,Veterans Stadium,AstroTurf,43.0,SD,NW,13,10
443,Partly Cloudy,SUN,PIT,75,34.5,18,7,2001,3.5,Heinz Field,Grass,41.0,NYJ,N,13,8
444,Dome,SUN,STL,\N,55.5,27,14,2001,7.0,Edward Jones Dome,AstroTurf,,SF,\N,13,\N
445,Chance Rain,SUN,TB,68,37.0,15,12,2001,7.5,Raymond James Stadium,Grass,83.0,DET,E,13,8
446,Mostly Cloudy,SN,DEN,38,40.5,20,7,2001,6.5,Invesco Field at Mile High,Grass,38.0,SEA,E,13,3
447,Clear,MN,MIA,78,46.0,41,6,2001,4.5,Pro Player Stadium,Grass,74.0,IND,SE,13,6
448,Partly Cloudy,SAT,NYG,47,37.0,17,13,2001,6.0,Giants Stadium,Grass,46.0,ARI,N,14,18
